"number","date","name","vertical","sub_vertical","location","investor_name","investment_type","usd","remarks"
2158,"13/04/2015","Nayi Disha","Ed-Tech",NA,"New Delhi","Ajay Relan,","Seed Funding",3e+05,NA
2159,"13/04.2015","The Porter","Logistics Tech",NA,"Mumbai","Kae Capital","Seed Funding",5e+05,NA
2160,"13/04/2015","Commeasure","Online Hotel Booking",NA,"Noida","Jungle Ventures","Seed Funding",1e+06,NA
2161,"13/04/2015","Capricoast","Online Kitchen Furniture",NA,"Bangalore","Accel Partners India","Seed Funding",1250000,NA
2162,"14/04/2015","LocalOye","Hyper-local Online Services",NA,"Mumbai","Tiger Global Management, Lightspeed Venture Partners","Private Equity",5e+06,"Series A"
2163,"15/04/2015","Grofers","Hyper-Local Online/Mobile Grocery",NA,"Gurgaon","Tiger Global, Sequoia Capital","Private Equity",3.5e+07,"Series B"
2164,"15/04/2015","PepperTap","Hyper-Local Online/Mobile Grocery",NA,"Gurgaon","SAIF Partners, Sequoia Capital","Private Equity",1e+07,"Series A"
2165,"15/04/2015","PolicyBazaar","Online Policy Aggregator",NA,"Gurgaon","PremjiInvest, Tiger Global, Ribbit Capital","Private Equity",4e+07,"Series D"
2166,"16/04/2015","UrbanClap","Hyperlocal Mobile Services Marketplace",NA,"New Delhi","SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal","Seed Funding",1600000,NA
2167,"16/04/2015","Taskbob","OnDemandMobile Handyman Services",NA,"Mumbai","Orios Venture Partners, Mayfield India","Seed Funding",1200000,NA
2168,"17/04/2015","Robosoft","Mobile App Development",NA,"Udupi","Ascent Capital, Kalaari Capital","Private Equity",1.2e+07,"Series B"
2169,"18/04/2015","Doormint","On-Demand Handyman Services",NA,"Mumbai","Powai Lake Ventures","Seed Funding",NA,NA
2170,"20/04/2015","Vyomo","Beauty & Wellness Mobile App",NA,"Gurgaon","YouWeCan Ventures","Seed Funding",NA,NA
2171,"20/04/2015","Pastiwala","Material Collection & Recycling",NA,"Vadodara","Agnus Capital","Private Equity",4e+06,"Series A"
2172,"20/04/2015","1mg (Healthkartplus)","Online Pharmacy & Drug DB",NA,"Gurgaon","Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital","Private Equity",6e+06,"Series A"
2173,"20/04/2015","Freshdesk","Online / Mobile Customer Support",NA,"Chennai","Tiger Global, Google Capital & Accel Partners","Private Equity",5e+07,"Series E"
2174,"20/04/2015","Sulekha.com","Online Classifieds & Listings",NA,"Chennai","GIC ventures","Private Equity",2.8e+07,"Series C"
2175,"22/04/2015","FindYahan","Hyperlocal services marketplace",NA,"New Delhi","The Phoenix Fund","Private Equity",NA,"Series A"
2176,"22/04/2015","Eat.Shop.Love","Fashion ECommerce",NA,"Bangalore","Undisclosed Investor","Private Equity",3500000,"Series A"
2177,"22/04/2015","Avanti Learning","Private Coaching Centers",NA,"New Delhi","Michael & Susan Dell Foundation, Pearson Learning Fund","Private Equity",1500000,"Series A"
2178,"23/04/2015","Simplilearn","Online Certification Courses",NA,"Bangalore","Mayfield Ventures, Kalaari Capital, Helion Ventures","Private Equity",1.5e+07,"Series C"
2179,"23/04/2015","Craftstvilla","Ethnic Product eCommerce",NA,"Mumbai","Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC","Private Equity",1.8e+07,"Series B"
2180,"23/04/2015","HeadOut","Last Minute Travel Deals mobile marketplace",NA,"Bangalore / SFO","Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures","Seed Funding",1800000,NA
2181,"23/04/2015","happay","business expense management",NA,"Bangalore","AngelPrime","Seed Funding",5e+05,NA
2182,"23/04/2015","Jugnoo","Auto Rickshaw based Logistics",NA,"Chandigarh","Rakesh Mathur, Vikas Taneja & others","Seed Funding",1e+06,NA
2183,"23/04/2015","EazyDiner","Restaurant reservation app",NA,"New Delhi","Deepak Shahdadpuri, Gulpreet Kohli","Seed Funding",NA,NA
2184,"23/04/2015","Phone Warrior","Spam Call block App",NA,"New Delhi","Lightspeed Ventures","Seed Funding",NA,"Pre-Series A"
2185,"24/04/2015","Coverfox","Online Insurance Aggregator",NA,"Mumbai","Accel US, Accel India, SAIF Partners.","Private Equity",1.2e+07,"Series B"
2186,"27/04/2015","Torqus","Restaurant Management Platform",NA,"Pune","S S Mukherji & Others","Seed Funding",350000,NA
2187,"27/04/2015","Grab","Food Logistics & Delivery",NA,"Mumbai","Oliphans Capital, Haresh Chawla","Seed Funding",1e+06,NA
2188,"27/04/2015","LogicRoots","Interactive Educational Games",NA,"Jaipur","Ah! Ventures, Calcutta Angels,  91SpringBoard","Seed Funding",4e+05,NA
2189,"27/04/2015","GIBBS","Clean Tech",NA,"New Delhi","Infuse Ventures fund","Private Equity",NA,"Series B"
2190,"28/04/2015","Babajobs","Grey collar Job Board",NA,"Bangalore","SEEK Ltd & affiliates","Private Equity",1e+07,"Series B"
2191,"28/04/2015","Urban Ladder","Online Furniture ecommerce",NA,"Bangalore","Anand Rajaraman, Venky Harinarayan","Private Equity",NA,"Series D"
2192,"28/04/2015","Jay Robotix","Robotic Program learning",NA,"Hyderabad","Cross Border Angels & others","Seed Funding",250000,NA
2193,"28/04/2015","Naaptol.com","Tele-Shopping / eCommerce",NA,"Mumbai","Mitsui & Co & existing investors","Private Equity",21500000,"Series C"
2194,"29/04/2015","ReGlobe","Used Gadgets Buy / Refurbishing",NA,"Gurgaon","Bessemer Ventures, Blume Ventures","Seed Funding",1e+06,NA
2195,"29/04/2015","Icertis","Cloud Enterprise Software",NA,"Pune / US","Greycroft Partners, Fidelity Growth Partners","Private Equity",6e+06,"Series A"
2196,"29/04/2015","Tracxn","Startup Analytics platform",NA,"Bangalore","SAIF Partners","Private Equity",3500000,"Series A"
2197,"29/04/2015","Dazo","Mobile Food Ordering app",NA,"Bangalore","Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur","Seed Funding",NA,NA
2198,"29/04/2015","Tradelab","Financial Markets Software",NA,"Bangalore","Rainmatter","Seed Funding",4e+05,NA
2199,"29/04/2015","PiQube","Hiring Analytics platform",NA,"Chennai","The HR Fund","Seed Funding",5e+05,NA
2200,"29/04/2015","Travel Triangle","Online Travel Marketplace",NA,"Noida","Bessemer Venture Partners, SAIF Partners","Private Equity",8e+06,"Series B"
2201,"02/03/2015","TrulyMadly.com",NA,NA,NA,"Helion Venture Partners, Kae Capital","Private Equity",5500000,"Series A"
2202,"02/03/2015","InstaLively",NA,NA,NA,"Group of Angel Investors","Seed Funding",120000,NA
2203,"03/03/2015","Vserv",NA,NA,NA,"Maverick Capital, IDG Ventures India","Private Equity",1.5e+07,NA
2204,"03/03/2015","Intruo.com",NA,NA,NA,"Ashutosh Lawania, Alok Goel & others","Seed Funding",NA,NA
2205,"05/03/2015","Niffler",NA,NA,NA,"SAIF Partners","Seed Funding",1e+06,NA
2206,"05/03/2015","CustomFurnish.com",NA,NA,NA,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI","Private Equity",2500000,NA
2207,"06/03/2015","MapMyGenome",NA,NA,NA,"Rajan Anandan & other angel investors","Private Equity",1200000,NA
2208,"09/03/2015","Crowdfire (formerly Justunfollow)",NA,NA,NA,"Kalaari Capital","Private Equity",2500000,NA
2209,"09/03/2015","Bite Club",NA,NA,NA,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal","Seed Funding",5e+05,NA
2210,"10/03/2015","Localbanya",NA,NA,NA,"Shrem Strategies","Private Equity",NA,"Series B"
2211,"11/03/2015","Appedo",NA,NA,NA,"Undisclosed Investors","Seed Funding",1e+06,NA
2212,"11/03/2015","Fitraq.com",NA,NA,NA,"Tarun Arora","Seed Funding",150000,NA
2213,"11/03/2015","ChargeBee",NA,NA,NA,"Tiger Global, Accel Partners","Private Equity",5e+06,"Series B"
2214,"11/03/2015","Groupon India",NA,NA,NA,"Sequoia Capital","Private Equity",2e+07,NA
2215,"12/03/2015","Process 9",NA,NA,NA,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry","Seed Funding",NA,NA
2216,"12/03/2015","MoonFrog Labs",NA,NA,NA,"Tiger Global, Sequoia Capital.","Private Equity",1.5e+07,"Series A"
2217,"13/03/2015","Foodpanda",NA,NA,NA,"Rocket Internet AG & others","Private Equity",1.1e+08,"Series C"
2218,"13/03/2015","Paytm",NA,NA,NA,"Ratan Tata","Private Equity",NA,"More details"
2219,"13/03/2015","DiabetOmics",NA,NA,NA,"VentureEast,  Varaprasad Reddy","Private Equity",5e+06,"Series C"
2220,"13/03/2015","Qyk",NA,NA,NA,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua","Seed Funding",NA,NA
2221,"14/03/2015","Daily Rounds",NA,NA,NA,"Kae Capital, GSF, Teruhide Sato","Seed Funding",5e+05,NA
2222,"14/03/2015","Orobind",NA,NA,NA,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover","Seed Funding",2e+05,NA
2223,"14/03/2015","Routofy",NA,NA,NA,"Kunal Bahl, Rohit Bansal","Seed Funding",NA,NA
2224,"16/03/2015","Digital Gorkha",NA,NA,NA,"Ramesh kavediya","Seed Funding",166000,NA
2225,"16/03/2015","NestAway",NA,NA,NA,"IDG Ventures, Naveen Tewari","Seed Funding",1300000,NA
2226,"16/03/2015","The Better India",NA,NA,NA,"I-cube-N","Seed Funding",166000,NA
2227,"16/03/2015","Meru Cabs",NA,NA,NA,"Value Fund Advisors","Private Equity",5e+07,NA
2228,"17/03/2015","GolfLAN",NA,NA,NA,"YourNest Angel Fund","Seed Funding",NA,NA
2229,"18/03/2015","Drivestream",NA,NA,NA,"Wipro","Private Equity",5e+06,NA
2230,"18/03/2015","wWhere",NA,NA,NA,"Group of Angel Investors","Seed Funding",2e+05,NA
2231,"18/03/2015","GoJavas",NA,NA,NA,"Snapdeal","Private Equity",NA,"Minority stake, Strategic"
2232,"19/03/2015","Tripoto",NA,NA,NA,"IDG Ventures, Outbox Ventures","Private Equity",2e+06,"Pre-Series A"
2233,"19/03/2015","Graphic India",NA,NA,NA,"CA Media LP,  Start Media.","Seed Funding",2800000,NA
2234,"20/03/2015","Harness Handitouch",NA,NA,NA,"Armat Group","Private Equity",NA,"Series A"
2235,"20/03/2015","Lets Corp",NA,NA,NA,"Wu Chay Chin","Seed Funding",3e+06,NA
2236,"20/03/2015","CollateBox",NA,NA,NA,"LetsVenture","Seed Funding",180000,NA
2237,"20/03/2015","Mahindra First Choice",NA,NA,NA,"Valiant Capital","Private Equity",1.5e+07,"Series B"
2238,"21/03/2015","Round One",NA,NA,NA,"HT Media, Arun Duggal","Seed Funding",NA,NA
2239,"23/03/2015","RazorPay",NA,NA,NA,"Y Combinator","Seed Funding",120000,NA
2240,"23/03/2015","Mosambee",NA,NA,NA,"RVCF and SIDBI","Private Equity",NA,"Series B"
2241,"24/03/2015","Furlenco",NA,NA,NA,"LightBox Ventures","Private Equity",6e+06,"Series A"
2242,"24/03/2015","Cubito",NA,NA,NA,"Sol Primero","Seed Funding",160000,NA
2243,"25/03/2015","Teabox",NA,NA,NA,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners","Private Equity",6e+06,"Series A"
2244,"25/03/2015","Artoo",NA,NA,NA,"Accion Venture Labs, Rianta Capital","Private Equity",5e+05,"Series A"
2245,"25/03/2015","Fxkart.com",NA,NA,NA,"Dr Mushtaq Shah, Dr Faraz Naqvi","Seed Funding",2e+06,NA
2246,"25/03/2015","Rozgar Mela",NA,NA,NA,"Impact Investment Holding, Upaya Social Ventures","Seed Funding",NA,NA
2247,"25/03/2015","OYO Rooms",NA,NA,NA,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures","Private Equity",2.5e+07,"Series A"
2248,"26/03/2015","Roposo.com",NA,NA,NA,"Tiger Global Management, Indian Quotient, Binny Bansal","Private Equity",5e+06,"Series A"
2249,"26/03/2015","Teewe",NA,NA,NA,"Sequoia Capital, India Quotient","Seed Funding",1750000,NA
2250,"26/03/2015","ePoise",NA,NA,NA,"Undisclosed","Seed Funding",NA,NA
2251,"27/03/2015","Urjas",NA,NA,NA,"Solidarity Venture Capital & others","Seed Funding",1e+05,NA
2252,"27/03/2015","Chargein",NA,NA,NA,"Pittie Group","Seed Funding",1e+05,NA
2253,"28/03/2015","Yogurt Labs",NA,NA,NA,"Nick Adams, Kiran Bhat, Family Pot Investments LLP","Seed Funding",115000,NA
2254,"28/03/2015","LimeRoad.com",NA,NA,NA,"Tiger Global, Matrix Partners, Lightspeed Venture Partners","Private Equity",3e+07,NA
2255,"28/03/2015","Team Indus",NA,NA,NA,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary","Private Equity",1500000,"Pre-Series A"
2256,"30/03/2015","Arohan Financial Services",NA,NA,NA,"Tano Capital","Private Equity",1e+07,NA
2257,"30/03/2015","BillDesk",NA,NA,NA,"TA Associates","Private Equity",7.5e+07,"Incremental Capital"
2258,"31/03/2015","Triphobo",NA,NA,NA,"Mayfield Ventures, Kalaari Capital","Private Equity",3e+06,"Series B (More Here)"
2259,"31/03/2015","Aryaka",NA,NA,NA,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures","Private Equity",1.6e+07,"Series D"
2260,"31/03/2015","Appsdaily",NA,NA,NA,"Zodius Capital, Ru-Net, Kalaari Capital,  Qualcomm Ventures","Private Equity",1.6e+07,"Series C"
2261,"02/02/2015","Faaya",NA,NA,NA,"Group of Angel Investors","SeedFunding",16600,"At the 10 minute million event"
2262,"02/02/2015","InstaBounce",NA,NA,NA,"Group of Angel Investors","SeedFunding",16600,"At the 10 minute million event"
2263,"02/02/2015","Chloroplast Foods",NA,NA,NA,"Group of Angel Investors","SeedFunding",16600,"At the 10 minute million event"
2264,"02/02/2015","Dealwithus",NA,NA,NA,"Group of Angel Investors","SeedFunding",16600,"At the 10 minute million event"
2265,"02/02/2015","CleverSharks",NA,NA,NA,"Group of Angel Investors","SeedFunding",16600,"At the 10 minute million event"
2266,"02/02/2015","Leaf",NA,NA,NA,"Group of Angel Investors","SeedFunding",16600,"At the 10 minute million event"
2267,"02/02/2015","SmartPocket",NA,NA,NA,"Sol Primero, Rajiv Mehta","SeedFunding",250000,"For mobile app"
2268,"02/02/2015","Yumist",NA,NA,NA,"Orios Venture Partner","Private Equity",1e+06,NA
2269,"02/02/2015","NowFloats",NA,NA,NA,"Omidyar Network","Private Equity",NA,"Series A"
2270,"02/02/2015","FirstCry",NA,NA,NA,"Valiant Capital Partners","Private Equity",2.6e+07,"Series D"
2271,"02/02/2015","HolaChef",NA,NA,NA,"India Quotient","SeedFunding",325000,NA
2272,"03/02/2015","Frsh.co.in",NA,NA,NA,"India Quotient, Kae Capital","SeedFunding",518000,NA
2273,"03/02/2015","Manthan",NA,NA,NA,"Temasek, Norwest Venture Partners","Private Equity",6e+07,"Series D"
2274,"05/02/2015","Kobster.com",NA,NA,NA,"Splice Advisors","SeedFunding",NA,NA
2275,"05/02/2015","Culture Machine",NA,NA,NA,"Tiger Global, Times Internet, Zodius Capital","Private Equity",1.8e+07,"Series B"
2276,"05/02/2015","Paytm",NA,NA,NA,"Ant Financial Services (Alipay)","Private Equity",NA,"Strategic Investment (25% stake)"
2277,"05/02/2015","Aisle.co",NA,NA,NA,"Anand Vijay, Shashank Mehrotra & Others","SeedFunding",1e+05,NA
2278,"06/02/2015","FreeCharge",NA,NA,NA,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina","Private Equity",8e+07,"Series C"
2279,"06/02/2015","NewsHunt",NA,NA,NA,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network","Private Equity",4e+07,"Series C"
2280,"09/02/2015","MyNoticePeriod",NA,NA,NA,"IDG Ventures","Private Equity",3e+06,"Series A"
2281,"09/02/2015","CarDekho.com",NA,NA,NA,"Ratan Tata","Private Equity",NA,NA
2282,"09/02/2015","Faaso’s",NA,NA,NA,"Lightbox Ventures","Private Equity",2e+07,"Series B"
2283,"10/02/2015","CarTrade.com",NA,NA,NA,"Chip Perry","Private Equity",NA,NA
2284,"10/02/2015","StoreKing",NA,NA,NA,"Mangrove Capital Partners","Private Equity",NA,NA
2285,"11/02/2015","Capital Float",NA,NA,NA,"SAIF Partners, Sequoia Capital, Aspada","Private Equity",1.3e+07,"Series A"
2286,"11/02/2015","Nimble Wireless",NA,NA,NA,"AngelPrime","SeedFunding",3e+06,NA
2287,"11/02/2015","Townscript",NA,NA,NA,"Group of Angel Investors","SeedFunding",NA,NA
2288,"11/02/2015","FindYahan",NA,NA,NA,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj","SeedFunding",NA,NA
2289,"12/02/2015","Stayzilla",NA,NA,NA,"Nexus Venture Partners, Matrix Partners","Private Equity",2e+07,"Series B"
2290,"12/02/2015","Practo",NA,NA,NA,"Sequoia Capital, Matrix Partners","Private Equity",3e+07,"Series B"
2291,"13/02/2015","CimplyFive",NA,NA,NA,"Suresh Senapaty, TV Mohandas Pai","SeedFunding",NA,NA
2292,"13/02/2015","20Dresses",NA,NA,NA,"Srinivas Aluri, Srinivas Modukury, BS Nagesh","SeedFunding",1e+06,NA
2293,"13/02/2015","Itzcash",NA,NA,NA,"Ashok Goel (promoter)","Private Equity",16500000,"Promoter Commitment"
2294,"16/02/2015","NewsInShorts",NA,NA,NA,"Tiger Global, Rebright Partners, Sachin and Binny Bansal","Private Equity",4150000,"Series A"
2295,"16/02/2015","iTraveller.com",NA,NA,NA,"ah! Ventures","Private Equity",1e+06,"Series A"
2296,"17/02/2015","NextGen",NA,NA,NA,"Mumbai Angels & Group of other investors","SeedFunding",NA,NA
2297,"18/02/2015","Wooplr.com",NA,NA,NA,"Helion Venture Partners","Private Equity",5e+06,"Series A"
2298,"19/05/2015","Springleap",NA,NA,NA,"Cross Border Angels","SeedFunding",8e+05,NA
2299,"20/02/2015","Klip.in",NA,NA,NA,"Calcutta Angels, Venture Nursery Angels Mumbai Angels","SeedFunding",5e+05,NA
2300,"20/02/2015","Renderlogy",NA,NA,NA,"Brick Eagle","Private Equity",1600000,"Series A"
2301,"21/02/2015","Appbase",NA,NA,NA,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program","SeedFunding",290000,"Grant + Seed funding"
2302,"23/02/2015","HomeLane",NA,NA,NA,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others","Private Equity",4500000,"Series A"
2303,"23/02/2015","Trip38",NA,NA,NA,"InterGlobe Technology Quotient, Lantern Capital","Private Equity",1e+06,"Series A"
2304,"23/02/2015","Smartairtrip.com",NA,NA,NA,"Undisclosed","Private Equity",1e+07,"Series A"
2305,"23/02/2015","NoBroker",NA,NA,NA,"SAIF Partners, Fulcrum Ventures","Private Equity",3e+06,"Series A"
2306,"24/02/2015","Caravan Craft Retail",NA,NA,NA,"Unitus Seed FundNarayan Ramachandran, Bijou Kurien","SeedFunding",5e+05,NA
2307,"25/02/2015","SquadRun",NA,NA,NA,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures","SeedFunding",NA,NA
2308,"25/02/2015","Clonect Solutions",NA,NA,NA,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar","SeedFunding",250000,NA
2309,"25/02/2015","TaxSutra",NA,NA,NA,"V Balakrishnan, T V Mohandas Pai","SeedFunding",160000,NA
2310,"25/02/2015","PepperTap",NA,NA,NA,"Sequoia Capital","SeedFunding",NA,NA
2311,"25/02/2015","Sattviko",NA,NA,NA,"Sumit Jain, Rajat Jain, Sanjay Bhasin","SeedFunding",320000,NA
2312,"25/02/2015","IndustryBuying",NA,NA,NA,"SAIF Partners","Private Equity",2e+06,"Series A"
2313,"26/02/2015","FreshWorld",NA,NA,NA,"Kris Gopalakrishnan, Nagaraja Prakasam","SeedFunding",NA,NA
2314,"26/02/2015","TinyOwl",NA,NA,NA,"Matrix Partners, Sequoia Capital, Nexus Venture Partners","Private Equity",1.6e+07,"Series B"
2315,"27/02/2015","Momoe",NA,NA,NA,"IDG Ventures India, Jungle Ventures, India Quotient.","SeedFunding",1200000,NA
2316,"27/02/2015","Grofers",NA,NA,NA,"Tiger Global Management, Sequoia Capital India","Private Equity",1e+07,"Series A"
2317,"02/01/2015","LensKart",NA,NA,NA,"TPG Growth, TR Capital, IDG Ventures","Private Equity",2150000,NA
2318,"02/01/2015","VioletStreet",NA,NA,NA,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi","SeedFunding",315000,NA
2319,"05/01/2015","Lookup",NA,NA,NA,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)","SeedFunding",380000,NA
